"SEQ","JFAGY code","Allergen Term（JP）","Furigana（JP）","Allergen Term（EN）","Level","Main 100","Clinical Guideline","変更区分","収載日","終了日"
"809","GCM2329030F1ZZZ","【成分名】ボノプラザンフマル酸塩","","","1","","","1","00000000","99999999"
"810","GCM2329100B1ZZZ","【成分名】プロパンテリン臭化物・クロロフィル配合剤","","","1","","","1","00000000","99999999"
"811","GCM2329107D1ZZZ","【成分名】ジサイクロミン・水酸化アルミニウム配合剤","","","1","","","1","00000000","99999999"
"812","GCM2329116R1ZZZ","【成分名】アルギン酸ナトリウム","","","1","","","1","00000000","99999999"
"813","GCM2329122C1ZZZ","【成分名】アズレンスルホン酸ナトリウム水和物・Ｌグルタミン","","","1","","","1","00000000","99999999"
"814","GCM2329125B1ZZZ","【成分名】メチオニン・メタケイ酸アルミン酸マグネシウム配合剤","","","1","","","1","00000000","99999999"
"815","GCM2329403D1ZZZ","【成分名】オメプラゾールナトリウム","","","1","","","1","00000000","99999999"
"816","GCM2329604A1ZZZ","【成分名】幼牛血液抽出物","","","1","","","1","00000000","99999999"
"817","GCM2331001X1ZZZ","【成分名】含糖ペプシン","","","1","","","1","00000000","99999999"
"818","GCM2331003X1ZZZ","【成分名】ジアスターゼ","","","1","","","1","00000000","99999999"
"819","GCM2331005A1ZZZ","【成分名】アスペルギルス属菌由来消化酵素","","","1","","","1","00000000","99999999"
"820","GCM2331006X1ZZZ","【成分名】パンクレアチン","","","1","","","1","00000000","99999999"
"821","GCM2331007D1ZZZ","【成分名】パンクレリパーゼ","","","1","","","1","00000000","99999999"
"822","GCM2332001X1ZZZ","【成分名】乾燥酵母","","","1","","","1","00000000","99999999"
"823","GCM2333001X1ZZZ","【成分名】苦味チンキ","","","1","","","1","00000000","99999999"
"824","GCM2333002X1ZZZ","【成分名】コンズランゴ流エキス","","","1","","","1","00000000","99999999"
"825","GCM2333003B1ZZZ","【成分名】センブリ","","","1","","","1","00000000","99999999"
"826","GCM2333004Q1ZZZ","【成分名】トウヒ","","","1","","","1","00000000","99999999"
"827","GCM2333004S1ZZZ","【成分名】トウヒチンキ","","","1","","","1","00000000","99999999"
"828","GCM2333005B1ZZZ","【成分名】ホミカエキス","","","1","","","1","00000000","99999999"
"829","GCM2333006X1ZZZ","【成分名】ホミカチンキ","","","1","","","1","00000000","99999999"
"830","GCM2334001X1ZZZ","【成分名】ケイヒ油","","","1","","","1","00000000","99999999"
"831","GCM2335001X1ZZZ","【成分名】希塩酸","","","1","","","1","00000000","99999999"
"832","GCM2336400A1ZZZ","【成分名】カルニチン塩化物","","","1","","","1","00000000","99999999"
"833","GCM2339003B1ZZZ","【成分名】βガラクトシダーゼ（アスペルギルス）","","","1","","","1","00000000","99999999"
"834","GCM2339004C1ZZZ","【成分名】βガラクトシダーゼ（ペニシリウム）","","","1","","","1","00000000","99999999"
"835","GCM2339101B1ZZZ","【成分名】炭酸水素ナトリウム・ニガキ","","","1","","","1","00000000","99999999"
"836","GCM2339105X1ZZZ","【成分名】炭酸水素ナトリウム・ゲンチアナ末配合剤","","","1","","","1","00000000","99999999"
"837","GCM2339106B1ZZZ","【成分名】センブリ・重曹","","","1","","","1","00000000","99999999"
"838","GCM2339114F1ZZZ","【成分名】サナクターゼ配合剤","","","1","","","1","00000000","99999999"
"839","GCM2339149M1ZZZ","【成分名】ジアスターゼ配合剤","","","1","","","1","00000000","99999999"
"840","GCM2339159M1ZZZ","【成分名】ビオヂアスターゼ１０００配合剤","","","1","","","1","00000000","99999999"
"841","GCM2339163D1ZZZ","【成分名】膵臓性消化酵素配合剤","","","1","","","1","00000000","99999999"
"842","GCM2339177B1ZZZ","【成分名】タカヂアスターゼ・生薬配合剤","","","1","","","1","00000000","99999999"
"843","GCM2339178B1ZZZ","【成分名】ジアスターゼ・生薬配合剤","","","1","","","1","00000000","99999999"
"844","GCM2339179B1ZZZ","【成分名】ビオヂアスターゼ・生薬配合剤","","","1","","","1","00000000","99999999"
"845","GCM2339195X1ZZZ","【成分名】ロートエキス・ゲンチアナ末配合剤","","","1","","","1","00000000","99999999"
"846","GCM2339209M1ZZZ","【成分名】ビオヂアスターゼ２０００配合剤","","","1","","","1","00000000","99999999"
"847","GCM2339264B1ZZZ","【成分名】カンゾウ末配合剤","","","1","","","1","00000000","99999999"
"848","GCM2343001X1ZZZ","【成分名】合成ケイ酸アルミニウム","","","1","","","1","00000000","99999999"
"849","GCM2343002X1ZZZ","【成分名】天然ケイ酸アルミニウム","","","1","","","1","00000000","99999999"
"850","GCM2343005C1ZZZ","【成分名】乾燥水酸化アルミニウムゲル","","","1","","","1","00000000","99999999"
"851","GCM2344001X1ZZZ","【成分名】ケイ酸マグネシウム","","","1","","","1","00000000","99999999"
"852","GCM2344002X1ZZZ","【成分名】酸化マグネシウム","","","1","","","1","00000000","99999999"
"853","GCM2344003F1ZZZ","【成分名】水酸化マグネシウム","","","1","","","1","00000000","99999999"
"854","GCM2344004X1ZZZ","【成分名】炭酸水素ナトリウム","","","1","","","1","00000000","99999999"
"855","GCM2344006X1ZZZ","【成分名】炭酸マグネシウム","","","1","","","1","00000000","99999999"
"856","GCM2349100X1ZZZ","【成分名】水酸化アルミニウムゲル・水酸化マグネシウム","","","1","","","1","00000000","99999999"
"857","GCM2354001X1ZZZ","【成分名】カスカラサグラダ流エキス","","","1","","","1","00000000","99999999"
"858","GCM2354002F1ZZZ","【成分名】センナエキス","","","1","","","1","00000000","99999999"
"859","GCM2354003D2ZZZ","【成分名】センノシド","","","1","","","1","00000000","99999999"
"860","GCM2355001X1ZZZ","【成分名】硫酸カリウム","","","1","","","1","00000000","99999999"
"861","GCM2356001X1ZZZ","【成分名】ヒマシ油","","","1","","","1","00000000","99999999"
"862","GCM2356002X1ZZZ","【成分名】加香ヒマシ油","","","1","","","1","00000000","99999999"
"863","GCM2357700X1ZZZ","【成分名】グリセリン","","","1","","","1","00000000","99999999"
"864","GCM2359001X2ZZZ","【成分名】カルメロースナトリウム","","","1","","","1","00000000","99999999"
"865","GCM2359005D1ZZZ","【成分名】ピコスルファートナトリウム水和物","","","1","","","1","00000000","99999999"
"866","GCM2359006M1ZZZ","【成分名】ルビプロストン","","","1","","","1","00000000","99999999"
"867","GCM2359007F1ZZZ","【成分名】ナルデメジントシル酸塩","","","1","","","1","00000000","99999999"
"868","GCM2359008F1ZZZ","【成分名】エロビキシバット水和物","","","1","","","1","00000000","99999999"
"869","GCM2359102X1ZZZ","【成分名】センナ・センナ実","","","1","","","1","00000000","99999999"
"870","GCM2359103X1ZZZ","【成分名】ダイオウ・センナ配合剤","","","1","","","1","00000000","99999999"
"871","GCM2359106B1ZZZ","【成分名】複方カンゾウ","","","1","","","1","00000000","99999999"
"872","GCM2359108F1ZZZ","【成分名】ジオクチルソジウムスルホサクシネート・カサンスラノール","","","1","","","1","00000000","99999999"
"873","GCM2359109B1ZZZ","【成分名】人工カルルス塩","","","1","","","1","00000000","99999999"
"874","GCM2359110B1ZZZ","【成分名】マクロゴール４０００・塩化ナトリウム・炭酸水素ナトリウム・塩化カリウム","","","1","","","1","00000000","99999999"
"875","GCM2359700J1ZZZ","【成分名】ビサコジル","","","1","","","1","00000000","99999999"
"876","GCM2359701X1ZZZ","【成分名】メチルセルロース","","","1","","","1","00000000","99999999"
"877","GCM2359800J1ZZZ","【成分名】炭酸水素ナトリウム・無水リン酸二水素ナトリウム","","","1","","","1","00000000","99999999"
"878","GCM2362001D1ZZZ","【成分名】ウルソデオキシコール酸","","","1","","","1","00000000","99999999"
"879","GCM2362003M2ZZZ","【成分名】ケノデオキシコール酸","","","1","","","1","00000000","99999999"
"880","GCM2362400A2ZZZ","【成分名】デヒドロコール酸","","","1","","","1","00000000","99999999"
"881","GCM2369003C1ZZZ","【成分名】トレピブトン","","","1","","","1","00000000","99999999"
"882","GCM2391001F3ZZZ","【成分名】オンダンセトロン塩酸塩水和物","","","1","","","1","00000000","99999999"
"883","GCM2391002C1ZZZ","【成分名】グラニセトロン塩酸塩","","","1","","","1","00000000","99999999"
"884","GCM2391004F1ZZZ","【成分名】ラモセトロン塩酸塩","","","1","","","1","00000000","99999999"
"885","GCM2391007F1ZZZ","【成分名】インジセトロン塩酸塩","","","1","","","1","00000000","99999999"
"886","GCM2391008M1ZZZ","【成分名】アプレピタント","","","1","","","1","00000000","99999999"
"887","GCM2391402A1ZZZ","【成分名】アザセトロン塩酸塩","","","1","","","1","00000000","99999999"
"888","GCM2391404A1ZZZ","【成分名】パロノセトロン塩酸塩","","","1","","","1","00000000","99999999"
"889","GCM2391405D1ZZZ","【成分名】ホスアプレピタントメグルミン","","","1","","","1","00000000","99999999"
"890","GCM2391406A1ZZZ","【成分名】ホスネツピタント塩化物塩酸塩","","","1","","","1","00000000","99999999"
"891","GCM2399004C1ZZZ","【成分名】メトクロプラミド","","","1","","","1","00000000","99999999"
"892","GCM2399005C1ZZZ","【成分名】ドンペリドン","","","1","","","1","00000000","99999999"
"893","GCM2399006C1ZZZ","【成分名】トリメブチンマレイン酸塩","","","1","","","1","00000000","99999999"
"894","GCM2399008F1ZZZ","【成分名】イトプリド塩酸塩","","","1","","","1","00000000","99999999"
"895","GCM2399009D1ZZZ","【成分名】メサラジン","","","1","","","1","00000000","99999999"
"896","GCM2399010B1ZZZ","【成分名】モサプリドクエン酸塩水和物","","","1","","","1","00000000","99999999"
"897","GCM2399011C1ZZZ","【成分名】ポリカルボフィルカルシウム","","","1","","","1","00000000","99999999"
"898","GCM2399012M1ZZZ","【成分名】セビメリン塩酸塩水和物","","","1","","","1","00000000","99999999"
"899","GCM2399015F1ZZZ","【成分名】アコチアミド塩酸塩水和物","","","1","","","1","00000000","99999999"
"900","GCM2399017F1ZZZ","【成分名】リナクロチド","","","1","","","1","00000000","99999999"
"901","GCM2399018F1ZZZ","【成分名】カロテグラストメチル","","","1","","","1","00000000","99999999"
"902","GCM2399402F1ZZZ","【成分名】インフリキシマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"903","GCM2399403F1ZZZ","【成分名】インフリキシマブ（遺伝子組換え）［インフリキシマブ後続１］","","","1","","","1","00000000","99999999"
"904","GCM2399404F1ZZZ","【成分名】インフリキシマブ（遺伝子組換え）［インフリキシマブ後続２］","","","1","","","1","00000000","99999999"
"905","GCM2399405F1ZZZ","【成分名】ベドリズマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"906","GCM2399406F1ZZZ","【成分名】インフリキシマブ（遺伝子組換え）［インフリキシマブ後続３］","","","1","","","1","00000000","99999999"
"907","GCM2399407A1ZZZ","【成分名】ミリキズマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"908","GCM2399700X1ZZZ","【成分名】複方ヨード・グリセリン","","","1","","","1","00000000","99999999"
"909","GCM2399702E1ZZZ","【成分名】テトラサイクリン塩酸塩","","","1","","","1","00000000","99999999"
"910","GCM2399709E1ZZZ","【成分名】セチルピリジニウム塩化物水和物","","","1","","","1","00000000","99999999"
"911","GCM2399710E1ZZZ","【成分名】デカリニウム塩化物","","","1","","","1","00000000","99999999"
"912","GCM2399712E1ZZZ","【成分名】ドミフェン臭化物","","","1","","","1","00000000","99999999"
"913","GCM2399800X1ZZZ","【成分名】クロルヘキシジン塩酸塩・ジフェンヒドラミン配合剤","","","1","","","1","00000000","99999999"
"914","GCM2399801E1ZZZ","【成分名】リン酸二カリウム・無機塩類配合剤","","","1","","","1","00000000","99999999"
"915","GCM2399975X1ZZZ","【成分名】チョウジ油","","","1","","","1","00000000","99999999"
"916","GCM2411400D1ZZZ","【成分名】テトラコサクチド酢酸塩","","","1","","","1","00000000","99999999"
"917","GCM2411401A2ZZZ","【成分名】酢酸テトラコサクチド亜鉛","","","1","","","1","00000000","99999999"
"918","GCM2412402A2ZZZ","【成分名】ソマトロピン（遺伝子組換え）","","","1","","","1","00000000","99999999"
"919","GCM2412403G1ZZZ","【成分名】ソマプシタン（遺伝子組換え）","","","1","","","1","00000000","99999999"
"920","GCM2412404G1ZZZ","【成分名】ソムアトロゴン（遺伝子組換え）","","","1","","","1","00000000","99999999"
"921","GCM2413400D1ZZZ","【成分名】ヒト下垂体性性腺刺激ホルモン","","","1","","","1","00000000","99999999"
"922","GCM2413402X1ZZZ","【成分名】ヒト絨毛性性腺刺激ホルモン","","","1","","","1","00000000","99999999"
"923","GCM2413403A1ZZZ","【成分名】精製下垂体性性腺刺激ホルモン","","","1","","","1","00000000","99999999"
"924","GCM2413404D1ZZZ","【成分名】ホリトロピンアルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"925","GCM2413405G4ZZZ","【成分名】フォリトロピン　ベータ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"926","GCM2413406G1ZZZ","【成分名】コリオゴナドトロピン　アルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"927","GCM2413407G1ZZZ","【成分名】ホリトロピンデルタ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"928","GCM2414400A1ZZZ","【成分名】オキシトシン","","","1","","","1","00000000","99999999"
"929","GCM2414402A1ZZZ","【成分名】バソプレシン","","","1","","","1","00000000","99999999"
"930","GCM2419001F1ZZZ","【成分名】デスモプレシン酢酸塩水和物","","","1","","","1","00000000","99999999"
"931","GCM2431001X1ZZZ","【成分名】乾燥甲状腺","","","1","","","1","00000000","99999999"
"932","GCM2431003F1ZZZ","【成分名】リオチロニンナトリウム","","","1","","","1","00000000","99999999"
"933","GCM2431004B1ZZZ","【成分名】レボチロキシンナトリウム水和物","","","1","","","1","00000000","99999999"
"934","GCM2432001F1ZZZ","【成分名】チアマゾール","","","1","","","1","00000000","99999999"
"935","GCM2432002F1ZZZ","【成分名】プロピルチオウラシル","","","1","","","1","00000000","99999999"
"936","GCM2439400G1ZZZ","【成分名】テリパラチド（遺伝子組換え）","","","1","","","1","00000000","99999999"
"937","GCM2439401D1ZZZ","【成分名】テリパラチド酢酸塩","","","1","","","1","00000000","99999999"
"938","GCM2439402G1ZZZ","【成分名】テリパラチド（遺伝子組換え）［テリパラチド後続１］","","","1","","","1","00000000","99999999"
"939","GCM2439403A1ZZZ","【成分名】アバロパラチド酢酸塩","","","1","","","1","00000000","99999999"
"940","GCM2449003F1ZZZ","【成分名】メテノロン酢酸エステル","","","1","","","1","00000000","99999999"
"941","GCM2449403A2ZZZ","【成分名】メテノロンエナント酸エステル","","","1","","","1","00000000","99999999"
"942","GCM2451400A1ZZZ","【成分名】アドレナリン","","","1","","","1","00000000","99999999"
"943","GCM2451401A1ZZZ","【成分名】ノルアドレナリン","","","1","","","1","00000000","99999999"
"944","GCM2452001F1ZZZ","【成分名】コルチゾン酢酸エステル","","","1","","","1","00000000","99999999"
"945","GCM2452002F1ZZZ","【成分名】ヒドロコルチゾン","","","1","","","1","00000000","99999999"
"946","GCM2452003F1ZZZ","【成分名】フルドロコルチゾン酢酸エステル","","","1","","","1","00000000","99999999"
"947","GCM2452400D1ZZZ","【成分名】ヒドロコルチゾンコハク酸エステルナトリウム","","","1","","","1","00000000","99999999"
"948","GCM2452402A1ZZZ","【成分名】ヒドロコルチゾンリン酸エステルナトリウム","","","1","","","1","00000000","99999999"
"949","GCM2454003F1ZZZ","【成分名】トリアムシノロン","","","1","","","1","00000000","99999999"
"950","GCM2454004B1ZZZ","【成分名】ベタメタゾン","","","1","","","1","00000000","99999999"
"951","GCM2454407A1ZZZ","【成分名】デキサメタゾンパルミチン酸エステル","","","1","","","1","00000000","99999999"
"952","GCM2454408C1ZZZ","【成分名】ベタメタゾン酢酸エステル・ベタメタゾンリン酸エステルナトリウム","","","1","","","1","00000000","99999999"
"953","GCM2456001F1ZZZ","【成分名】プレドニゾロン","","","1","","","1","00000000","99999999"
"954","GCM2456003F1ZZZ","【成分名】メチルプレドニゾロン","","","1","","","1","00000000","99999999"
"955","GCM2456400D1ZZZ","【成分名】メチルプレドニゾロンコハク酸エステルナトリウム","","","1","","","1","00000000","99999999"
"956","GCM2456402C1ZZZ","【成分名】メチルプレドニゾロン酢酸エステル","","","1","","","1","00000000","99999999"
"957","GCM2456405D1ZZZ","【成分名】プレドニゾロンコハク酸エステルナトリウム","","","1","","","1","00000000","99999999"
"958","GCM2456700X1ZZZ","【成分名】プレドニゾロンリン酸エステルナトリウム","","","1","","","1","00000000","99999999"
"959","GCM2459100F1ZZZ","【成分名】ベタメタゾン・ｄクロルフェニラミンマレイン酸塩","","","1","","","1","00000000","99999999"
"960","GCM2459400D2ZZZ","【成分名】プラステロン硫酸エステルナトリウム水和物","","","1","","","1","00000000","99999999"
"961","GCM2461400A1ZZZ","【成分名】テストステロンエナント酸エステル","","","1","","","1","00000000","99999999"
"962","GCM2461401A1ZZZ","【成分名】テストステロンプロピオン酸エステル","","","1","","","1","00000000","99999999"
"963","GCM2462001F1ZZZ","【成分名】メチルテストステロン","","","1","","","1","00000000","99999999"
"964","GCM2473001F1ZZZ","【成分名】エストラジオール","","","1","","","1","00000000","99999999"
"965","GCM2473401C1ZZZ","【成分名】エストラジオール安息香酸エステル","","","1","","","1","00000000","99999999"
"966","GCM2473402A1ZZZ","【成分名】エストラジオール吉草酸エステル","","","1","","","1","00000000","99999999"
"967","GCM2474001F1ZZZ","【成分名】エチニルエストラジオール","","","1","","","1","00000000","99999999"
"968","GCM2475001F1ZZZ","【成分名】エストリオール","","","1","","","1","00000000","99999999"
"969","GCM2477001M1ZZZ","【成分名】プロゲステロン","","","1","","","1","00000000","99999999"
"970","GCM2477400A2ZZZ","【成分名】ヒドロキシプロゲステロンカプロン酸エステル","","","1","","","1","00000000","99999999"
"971","GCM2478001F1ZZZ","【成分名】クロルマジノン酢酸エステル","","","1","","","1","00000000","99999999"
"972","GCM2478002F1ZZZ","【成分名】メドロキシプロゲステロン酢酸エステル","","","1","","","1","00000000","99999999"
"973","GCM2478003F1ZZZ","【成分名】ジドロゲステロン","","","1","","","1","00000000","99999999"
"974","GCM2479002F1ZZZ","【成分名】ノルエチステロン","","","1","","","1","00000000","99999999"
"975","GCM2479003F2ZZZ","【成分名】アリルエストレノール","","","1","","","1","00000000","99999999"
"976","GCM2479004F1ZZZ","【成分名】結合型エストロゲン","","","1","","","1","00000000","99999999"
"977","GCM2479401A1ZZZ","【成分名】ゲストノロンカプロン酸エステル","","","1","","","1","00000000","99999999"
"978","GCM2481402A1ZZZ","【成分名】テストステロンエナント酸エステル・エストラジオール吉草酸エステル","","","1","","","1","00000000","99999999"
"979","GCM2482005F1ZZZ","【成分名】ノルゲストレル・エチニルエストラジオール","","","1","","","1","00000000","99999999"
"980","GCM2482009F1ZZZ","【成分名】ノルエチステロン・エチニルエストラジオール","","","1","","","1","00000000","99999999"
"981","GCM2482010F1ZZZ","【成分名】エストラジオール・レボノルゲストレル","","","1","","","1","00000000","99999999"
"982","GCM2482011F1ZZZ","【成分名】ドロスピレノン・エチニルエストラジオール　ベータデクス","","","1","","","1","00000000","99999999"
"983","GCM2482012F1ZZZ","【成分名】レボノルゲストレル・エチニルエストラジオール","","","1","","","1","00000000","99999999"
"984","GCM2482403A1ZZZ","【成分名】ヒドロキシプロゲステロンカプロン酸エステル・エストラジオール安息香酸エステル","","","1","","","1","00000000","99999999"
"985","GCM2482800S1ZZZ","【成分名】エストラジオール・酢酸ノルエチステロン","","","1","","","1","00000000","99999999"
"986","GCM2491001F4ZZZ","【成分名】カリジノゲナーゼ","","","1","","","1","00000000","99999999"
"987","GCM2492403A3ZZZ","【成分名】インスリン　ヒト（遺伝子組換え）","","","1","","","1","00000000","99999999"
"988","GCM2492414A1ZZZ","【成分名】インスリンリスプロ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"989","GCM2492415A2ZZZ","【成分名】インスリンアスパルト（遺伝子組換え）","","","1","","","1","00000000","99999999"
"990","GCM2492416A1ZZZ","【成分名】インスリングラルギン（遺伝子組換え）","","","1","","","1","00000000","99999999"
"991","GCM2492417A1ZZZ","【成分名】インスリンデテミル（遺伝子組換え）","","","1","","","1","00000000","99999999"
"992","GCM2492418A1ZZZ","【成分名】インスリングルリジン（遺伝子組換え）","","","1","","","1","00000000","99999999"
"993","GCM2492419A1ZZZ","【成分名】インスリンデグルデク（遺伝子組換え）","","","1","","","1","00000000","99999999"
"994","GCM2492420A1ZZZ","【成分名】インスリングラルギン（遺伝子組換え）［インスリングラルギン後続１］","","","1","","","1","00000000","99999999"
"995","GCM2492421G1ZZZ","【成分名】インスリングラルギン（遺伝子組換え）［インスリングラルギン後続２］","","","1","","","1","00000000","99999999"
"996","GCM2492422A1ZZZ","【成分名】インスリンリスプロ（遺伝子組換え）［インスリンリスプロ後続１］","","","1","","","1","00000000","99999999"
"997","GCM2492423A1ZZZ","【成分名】インスリンアスパルト（遺伝子組換え）［インスリンアスパルト後続１］","","","1","","","1","00000000","99999999"
"998","GCM2492500G1ZZZ","【成分名】インスリン　デグルデク（遺伝子組換え）・インスリン　アスパルト（遺伝子組換え）","","","1","","","1","00000000","99999999"
"999","GCM2492700R1ZZZ","【成分名】グルカゴン","","","1","","","1","00000000","99999999"
"1000","GCM2499001F1ZZZ","【成分名】シクロフェニル","","","1","","","1","00000000","99999999"
"1001","GCM2499003M1ZZZ","【成分名】メピチオスタン","","","1","","","1","00000000","99999999"
"1002","GCM2499005F1ZZZ","【成分名】ジノプロストン","","","1","","","1","00000000","99999999"
"1003","GCM2499006M1ZZZ","【成分名】ミトタン","","","1","","","1","00000000","99999999"
"1004","GCM2499007F1ZZZ","【成分名】ダナゾール","","","1","","","1","00000000","99999999"
"1005","GCM2499008F1ZZZ","【成分名】トリロスタン","","","1","","","1","00000000","99999999"
"1006","GCM2499009F1ZZZ","【成分名】クロミフェンクエン酸塩","","","1","","","1","00000000","99999999"
"1007","GCM2499010F1ZZZ","【成分名】ジエノゲスト","","","1","","","1","00000000","99999999"
"1008","GCM2499011F1ZZZ","【成分名】デュタステリド","","","1","","","1","00000000","99999999"
"1009","GCM2499013F1ZZZ","【成分名】レルゴリクス","","","1","","","1","00000000","99999999"
"1010","GCM2499014F1ZZZ","【成分名】セマグルチド（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1011","GCM2499015F1ZZZ","【成分名】オシロドロスタットリン酸塩","","","1","","","1","00000000","99999999"
"1012","GCM2499401A2ZZZ","【成分名】ジノプロスト","","","1","","","1","00000000","99999999"
"1013","GCM2499403A1ZZZ","【成分名】オクトレオチド酢酸塩","","","1","","","1","00000000","99999999"
"1014","GCM2499404A1ZZZ","【成分名】ゴナドレリン酢酸塩","","","1","","","1","00000000","99999999"
"1015","GCM2499405G1ZZZ","【成分名】ブセレリン酢酸塩","","","1","","","1","00000000","99999999"
"1016","GCM2499406G1ZZZ","【成分名】ゴセレリン酢酸塩","","","1","","","1","00000000","99999999"
"1017","GCM2499407D1ZZZ","【成分名】リュープロレリン酢酸塩","","","1","","","1","00000000","99999999"
"1018","GCM2499408D1ZZZ","【成分名】メカセルミン（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1019","GCM2499409D1ZZZ","【成分名】ペグビソマント（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1020","GCM2499410G1ZZZ","【成分名】リラグルチド（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1021","GCM2499411G1ZZZ","【成分名】エキセナチド","","","1","","","1","00000000","99999999"
"1022","GCM2499412D3ZZZ","【成分名】デガレリクス酢酸塩","","","1","","","1","00000000","99999999"
"1023","GCM2499413G1ZZZ","【成分名】ランレオチド酢酸塩","","","1","","","1","00000000","99999999"
"1024","GCM2499414D1ZZZ","【成分名】メトレレプチン（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1025","GCM2499415G1ZZZ","【成分名】リキシセナチド","","","1","","","1","00000000","99999999"
"1026","GCM2499416G1ZZZ","【成分名】デュラグルチド（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1027","GCM2499417G1ZZZ","【成分名】パシレオチドパモ酸塩","","","1","","","1","00000000","99999999"
"1028","GCM2499419D1ZZZ","【成分名】テデュグルチド（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1029","GCM2499420G1ZZZ","【成分名】ガニレリクス酢酸塩","","","1","","","1","00000000","99999999"
"1030","GCM2499421D1ZZZ","【成分名】セトロレリクス酢酸塩","","","1","","","1","00000000","99999999"
"1031","GCM2499422G1ZZZ","【成分名】チルゼパチド","","","1","","","1","00000000","99999999"
"1032","GCM2499700H1ZZZ","【成分名】ゲメプロスト","","","1","","","1","00000000","99999999"
"1033","GCM2499702Q1ZZZ","【成分名】ナファレリン酢酸塩水和物","","","1","","","1","00000000","99999999"
"1034","GCM2511400A1ZZZ","【成分名】ヘキサミン","","","1","","","1","00000000","99999999"
"1035","GCM2519100M1ZZZ","【成分名】グルタミン酸・アラニン・アミノ酢酸配合剤","","","1","","","1","00000000","99999999"
"1036","GCM2519700Q1ZZZ","【成分名】Ｄソルビトール","","","1","","","1","00000000","99999999"
"1037","GCM2529700X1ZZZ","【成分名】プロテイン銀","","","1","","","1","00000000","99999999"
"1038","GCM2529702H1ZZZ","【成分名】クロトリマゾール","","","1","","","1","00000000","99999999"
"1039","GCM2529704J1ZZZ","【成分名】ミコナゾール硝酸塩","","","1","","","1","00000000","99999999"
"1040","GCM2529706H1ZZZ","【成分名】チニダゾール","","","1","","","1","00000000","99999999"
"1041","GCM2529707H1ZZZ","【成分名】メトロニダゾール","","","1","","","1","00000000","99999999"
"1042","GCM2529708J1ZZZ","【成分名】イソコナゾール硝酸塩","","","1","","","1","00000000","99999999"
"1043","GCM2529709H1ZZZ","【成分名】オキシコナゾール硝酸塩","","","1","","","1","00000000","99999999"
"1044","GCM2529710X1ZZZ","【成分名】レボノルゲストレル","","","1","","","1","00000000","99999999"
"1045","GCM2531001F1ZZZ","【成分名】エルゴメトリンマレイン酸塩","","","1","","","1","00000000","99999999"
"1046","GCM2531002F1ZZZ","【成分名】メチルエルゴメトリンマレイン酸塩","","","1","","","1","00000000","99999999"
"1047","GCM2559001M1ZZZ","【成分名】トリベノシド","","","1","","","1","00000000","99999999"
"1048","GCM2559002X1ZZZ","【成分名】静脈血管叢エキス","","","1","","","1","00000000","99999999"
"1049","GCM2559003F1ZZZ","【成分名】メリロートエキス","","","1","","","1","00000000","99999999"
"1050","GCM2559101X1ZZZ","【成分名】ブロメライン・トコフェロール酢酸エステル","","","1","","","1","00000000","99999999"
"1051","GCM2559400A1ZZZ","【成分名】フェノール","","","1","","","1","00000000","99999999"
"1052","GCM2559500A1ZZZ","【成分名】硫酸アルミニウムカリウム水和物・タンニン酸","","","1","","","1","00000000","99999999"
"1053","GCM2559805J1ZZZ","【成分名】ヒドロコルチゾン・フラジオマイシン配合剤","","","1","","","1","00000000","99999999"
"1054","GCM2559807J1ZZZ","【成分名】リドカイン配合剤","","","1","","","1","00000000","99999999"
"1055","GCM2559808J1ZZZ","【成分名】大腸菌死菌・ヒドロコルチゾン","","","1","","","1","00000000","99999999"
"1056","GCM2559811J1ZZZ","【成分名】ロートエキス・タンニン","","","1","","","1","00000000","99999999"
"1057","GCM2559813J1ZZZ","【成分名】トリベノシド・リドカイン","","","1","","","1","00000000","99999999"
"1058","GCM2559814J1ZZZ","【成分名】ジフルコルトロン吉草酸エステル・リドカイン","","","1","","","1","00000000","99999999"
"1059","GCM2590001F1ZZZ","【成分名】ウラジロガシエキス","","","1","","","1","00000000","99999999"
"1060","GCM2590002D1ZZZ","【成分名】フラボキサート塩酸塩","","","1","","","1","00000000","99999999"
"1061","GCM2590003F1ZZZ","【成分名】セルニチンポーレンエキス","","","1","","","1","00000000","99999999"
"1062","GCM2590004F1ZZZ","【成分名】リトドリン塩酸塩","","","1","","","1","00000000","99999999"
"1063","GCM2590007C1ZZZ","【成分名】プロピベリン塩酸塩","","","1","","","1","00000000","99999999"
