"SEQ","JFAGY code","Allergen Term（JP）","Furigana（JP）","Allergen Term（EN）","Level","Main 100","Clinical Guideline","変更区分","収載日","終了日"
"1417","GCM3399409G1ZZZ","【成分名】フィルグラスチム（遺伝子組換え）［フィルグラスチム後続２］","","","1","","","1","00000000","99999999"
"1418","GCM3399410G1ZZZ","【成分名】ペグフィルグラスチム（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1419","GCM3399411G1ZZZ","【成分名】フィルグラスチム（遺伝子組換え）［フィルグラスチム後続３］","","","1","","","1","00000000","99999999"
"1420","GCM3399412A1ZZZ","【成分名】イダルシズマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1421","GCM3399413A1ZZZ","【成分名】プレリキサホル","","","1","","","1","00000000","99999999"
"1422","GCM3399414D1ZZZ","【成分名】アンデキサネット　アルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1423","GCM3399415D1ZZZ","【成分名】カプラシズマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1424","GCM3399416G1ZZZ","【成分名】ペグフィルグラスチム（遺伝子組換え）［ペグフィルグラスチム後続１］","","","1","","","1","00000000","99999999"
"1425","GCM3399417D1ZZZ","【成分名】ルスパテルセプト（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1426","GCM3399418D1ZZZ","【成分名】アパダムターゼ　アルファ（遺伝子組換え）・シナキサダムターゼ　アルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1427","GCM3410507A1ZZZ","【成分名】人工透析液","","","1","","","1","00000000","99999999"
"1428","GCM3420409A2ZZZ","【成分名】腹膜透析液","","","1","","","1","00000000","99999999"
"1429","GCM3919001F2ZZZ","【成分名】プロトポルフィリン二ナトリウム","","","1","","","1","00000000","99999999"
"1430","GCM3919002B1ZZZ","【成分名】ジクロロ酢酸ジイソプロピルアミン","","","1","","","1","00000000","99999999"
"1431","GCM3919003F2ZZZ","【成分名】チオプロニン","","","1","","","1","00000000","99999999"
"1432","GCM3919005F1ZZZ","【成分名】マロチラート","","","1","","","1","00000000","99999999"
"1433","GCM3919006B1ZZZ","【成分名】タウリン","","","1","","","1","00000000","99999999"
"1434","GCM3919007M1ZZZ","【成分名】プロパゲルマニウム","","","1","","","1","00000000","99999999"
"1435","GCM3919100F1ZZZ","【成分名】グリチルリチン・ＤＬメチオニン配合剤","","","1","","","1","00000000","99999999"
"1436","GCM3919300F1ZZZ","【成分名】肝臓加水分解物","","","1","","","1","00000000","99999999"
"1437","GCM3919401A1ZZZ","【成分名】デフィブロチドナトリウム","","","1","","","1","00000000","99999999"
"1438","GCM3919502A1ZZZ","【成分名】グリチルリチン・グリシン・システイン配合剤","","","1","","","1","00000000","99999999"
"1439","GCM3921001F1ZZZ","【成分名】エデト酸カルシウムナトリウム水和物","","","1","","","1","00000000","99999999"
"1440","GCM3923400A1ZZZ","【成分名】ジメルカプロール","","","1","","","1","00000000","99999999"
"1441","GCM3925400A1ZZZ","【成分名】チオ硫酸ナトリウム水和物","","","1","","","1","00000000","99999999"
"1442","GCM3929001M1ZZZ","【成分名】ペニシラミン","","","1","","","1","00000000","99999999"
"1443","GCM3929003C1ZZZ","【成分名】球形吸着炭","","","1","","","1","00000000","99999999"
"1444","GCM3929004F1ZZZ","【成分名】ホリナートカルシウム","","","1","","","1","00000000","99999999"
"1445","GCM3929005M1ZZZ","【成分名】トリエンチン塩酸塩","","","1","","","1","00000000","99999999"
"1446","GCM3929007D1ZZZ","【成分名】酢酸亜鉛水和物","","","1","","","1","00000000","99999999"
"1447","GCM3929008D1ZZZ","【成分名】デフェラシロクス","","","1","","","1","00000000","99999999"
"1448","GCM3929009M1ZZZ","【成分名】システアミン酒石酸塩","","","1","","","1","00000000","99999999"
"1449","GCM3929401A1ZZZ","【成分名】プラリドキシムヨウ化物","","","1","","","1","00000000","99999999"
"1450","GCM3929402D1ZZZ","【成分名】デフェロキサミンメシル酸塩","","","1","","","1","00000000","99999999"
"1451","GCM3929406A1ZZZ","【成分名】メスナ","","","1","","","1","00000000","99999999"
"1452","GCM3929407D1ZZZ","【成分名】レボホリナートカルシウム","","","1","","","1","00000000","99999999"
"1453","GCM3929408D2ZZZ","【成分名】ヒドロキソコバラミン","","","1","","","1","00000000","99999999"
"1454","GCM3929409A1ZZZ","【成分名】スガマデクスナトリウム","","","1","","","1","00000000","99999999"
"1455","GCM3929410D1ZZZ","【成分名】デクスラゾキサン","","","1","","","1","00000000","99999999"
"1456","GCM3929411A1ZZZ","【成分名】ホメピゾール","","","1","","","1","00000000","99999999"
"1457","GCM3929412A1ZZZ","【成分名】メチルチオニニウム塩化物水和物","","","1","","","1","00000000","99999999"
"1458","GCM3929413F1ZZZ","【成分名】グルカルピダーゼ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1459","GCM3932001S1ZZZ","【成分名】シアナミド","","","1","","","1","00000000","99999999"
"1460","GCM3939001B1ZZZ","【成分名】ジスルフィラム","","","1","","","1","00000000","99999999"
"1461","GCM3941001F1ZZZ","【成分名】コルヒチン","","","1","","","1","00000000","99999999"
"1462","GCM3942001F1ZZZ","【成分名】プロベネシド","","","1","","","1","00000000","99999999"
"1463","GCM3943001F1ZZZ","【成分名】アロプリノール","","","1","","","1","00000000","99999999"
"1464","GCM3949002C1ZZZ","【成分名】ベンズブロマロン","","","1","","","1","00000000","99999999"
"1465","GCM3949003F1ZZZ","【成分名】フェブキソスタット","","","1","","","1","00000000","99999999"
"1466","GCM3949004F1ZZZ","【成分名】トピロキソスタット","","","1","","","1","00000000","99999999"
"1467","GCM3949005F1ZZZ","【成分名】ドチヌラド","","","1","","","1","00000000","99999999"
"1468","GCM3949101A1ZZZ","【成分名】クエン酸カリウム・クエン酸ナトリウム水和物","","","1","","","1","00000000","99999999"
"1469","GCM3954400D4ZZZ","【成分名】ウロキナーゼ","","","1","","","1","00000000","99999999"
"1470","GCM3959400A1ZZZ","【成分名】バトロキソビン","","","1","","","1","00000000","99999999"
"1471","GCM3959402D1ZZZ","【成分名】アルテプラーゼ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1472","GCM3959406D2ZZZ","【成分名】イミグルセラーゼ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1473","GCM3959407D1ZZZ","【成分名】モンテプラーゼ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1474","GCM3959409D1ZZZ","【成分名】アガルシダーゼベータ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1475","GCM3959410A1ZZZ","【成分名】アガルシダーゼアルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1476","GCM3959411A1ZZZ","【成分名】ラロニダーゼ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1477","GCM3959412F1ZZZ","【成分名】アルグルコシダーゼアルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1478","GCM3959413A1ZZZ","【成分名】イデュルスルファーゼ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1479","GCM3959414A1ZZZ","【成分名】ガルスルファーゼ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1480","GCM3959415F1ZZZ","【成分名】ラスブリカーゼ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1481","GCM3959416F1ZZZ","【成分名】ベラグルセラーゼ　アルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1482","GCM3959417A1ZZZ","【成分名】エロスルファーゼ　アルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1483","GCM3959418A1ZZZ","【成分名】アスホターゼ　アルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1484","GCM3959419A1ZZZ","【成分名】セベリパーゼ　アルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1485","GCM3959420A1ZZZ","【成分名】アガルシダーゼベータ（遺伝子組換え）［アガルシダーゼベータ後続１］","","","1","","","1","00000000","99999999"
"1486","GCM3959421A1ZZZ","【成分名】エラペグアデマーゼ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1487","GCM3959422A1ZZZ","【成分名】セルリポナーゼ　アルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1488","GCM3959423A1ZZZ","【成分名】イデュルスルファーゼ　ベータ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1489","GCM3959424D1ZZZ","【成分名】パビナフスプ　アルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1490","GCM3959425D1ZZZ","【成分名】アバルグルコシダーゼ　アルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1491","GCM3959426D1ZZZ","【成分名】オリプダーゼ　アルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1492","GCM3959427A1ZZZ","【成分名】ベストロニダーゼ　アルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1493","GCM3959701M1ZZZ","【成分名】ブロメライン","","","1","","","1","00000000","99999999"
"1494","GCM3961001F1ZZZ","【成分名】アセトヘキサミド","","","1","","","1","00000000","99999999"
"1495","GCM3961002F1ZZZ","【成分名】グリクロピラミド","","","1","","","1","00000000","99999999"
"1496","GCM3961003F1ZZZ","【成分名】グリベンクラミド","","","1","","","1","00000000","99999999"
"1497","GCM3961004F2ZZZ","【成分名】クロルプロパミド","","","1","","","1","00000000","99999999"
"1498","GCM3961006F1ZZZ","【成分名】トルブタミド","","","1","","","1","00000000","99999999"
"1499","GCM3961007F1ZZZ","【成分名】グリクラジド","","","1","","","1","00000000","99999999"
"1500","GCM3961008F1ZZZ","【成分名】グリメピリド","","","1","","","1","00000000","99999999"
"1501","GCM3962001F1ZZZ","【成分名】ブホルミン塩酸塩","","","1","","","1","00000000","99999999"
"1502","GCM3962002F1ZZZ","【成分名】メトホルミン塩酸塩","","","1","","","1","00000000","99999999"
"1503","GCM3969003F1ZZZ","【成分名】アカルボース","","","1","","","1","00000000","99999999"
"1504","GCM3969004F1ZZZ","【成分名】ボグリボース","","","1","","","1","00000000","99999999"
"1505","GCM3969006F1ZZZ","【成分名】ナテグリニド","","","1","","","1","00000000","99999999"
"1506","GCM3969007F1ZZZ","【成分名】ピオグリタゾン塩酸塩","","","1","","","1","00000000","99999999"
"1507","GCM3969008F1ZZZ","【成分名】ミチグリニドカルシウム水和物","","","1","","","1","00000000","99999999"
"1508","GCM3969009F1ZZZ","【成分名】ミグリトール","","","1","","","1","00000000","99999999"
"1509","GCM3969010F1ZZZ","【成分名】シタグリプチンリン酸塩水和物","","","1","","","1","00000000","99999999"
"1510","GCM3969011F1ZZZ","【成分名】ビルダグリプチン","","","1","","","1","00000000","99999999"
"1511","GCM3969012F1ZZZ","【成分名】アログリプチン安息香酸塩","","","1","","","1","00000000","99999999"
"1512","GCM3969013F1ZZZ","【成分名】レパグリニド","","","1","","","1","00000000","99999999"
"1513","GCM3969014F1ZZZ","【成分名】リナグリプチン","","","1","","","1","00000000","99999999"
"1514","GCM3969015F1ZZZ","【成分名】テネリグリプチン臭化水素酸塩水和物","","","1","","","1","00000000","99999999"
"1515","GCM3969016F1ZZZ","【成分名】アナグリプチン","","","1","","","1","00000000","99999999"
"1516","GCM3969017F1ZZZ","【成分名】サキサグリプチン水和物","","","1","","","1","00000000","99999999"
"1517","GCM3969018F1ZZZ","【成分名】イプラグリフロジン　Ｌプロリン","","","1","","","1","00000000","99999999"
"1518","GCM3969019F1ZZZ","【成分名】ダパグリフロジンプロピレングリコール水和物","","","1","","","1","00000000","99999999"
"1519","GCM3969020F1ZZZ","【成分名】ルセオグリフロジン水和物","","","1","","","1","00000000","99999999"
"1520","GCM3969021F1ZZZ","【成分名】トホグリフロジン水和物","","","1","","","1","00000000","99999999"
"1521","GCM3969022F1ZZZ","【成分名】カナグリフロジン水和物","","","1","","","1","00000000","99999999"
"1522","GCM3969023F1ZZZ","【成分名】エンパグリフロジン","","","1","","","1","00000000","99999999"
"1523","GCM3969024F1ZZZ","【成分名】トレラグリプチンコハク酸塩","","","1","","","1","00000000","99999999"
"1524","GCM3969025F1ZZZ","【成分名】オマリグリプチン","","","1","","","1","00000000","99999999"
"1525","GCM3969026F1ZZZ","【成分名】イメグリミン塩酸塩","","","1","","","1","00000000","99999999"
"1526","GCM3969100F1ZZZ","【成分名】ピオグリタゾン塩酸塩・メトホルミン塩酸塩","","","1","","","1","00000000","99999999"
"1527","GCM3969101F1ZZZ","【成分名】ピオグリタゾン塩酸塩・グリメピリド","","","1","","","1","00000000","99999999"
"1528","GCM3969102F1ZZZ","【成分名】ミチグリニドカルシウム水和物・ボグリボース","","","1","","","1","00000000","99999999"
"1529","GCM3969103F1ZZZ","【成分名】アログリプチン安息香酸塩・ピオグリタゾン塩酸塩","","","1","","","1","00000000","99999999"
"1530","GCM3969104F1ZZZ","【成分名】ビルダグリプチン・メトホルミン塩酸塩","","","1","","","1","00000000","99999999"
"1531","GCM3969105F1ZZZ","【成分名】アログリプチン安息香酸塩・メトホルミン塩酸塩","","","1","","","1","00000000","99999999"
"1532","GCM3969106F1ZZZ","【成分名】テネリグリプチン臭化水素酸塩水和物・カナグリフロジン水和物","","","1","","","1","00000000","99999999"
"1533","GCM3969107F1ZZZ","【成分名】シタグリプチンリン酸塩水和物・イプラグリフロジン　Ｌプロリン","","","1","","","1","00000000","99999999"
"1534","GCM3969108F1ZZZ","【成分名】エンパグリフロジン・リナグリプチン","","","1","","","1","00000000","99999999"
"1535","GCM3969109F1ZZZ","【成分名】アナグリプチン・メトホルミン塩酸塩","","","1","","","1","00000000","99999999"
"1536","GCM3969500G1ZZZ","【成分名】インスリン　デグルデク（遺伝子組換え）・リラグルチド（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1537","GCM3969501G1ZZZ","【成分名】インスリングラルギン（遺伝子組換え）・リキシセナチド","","","1","","","1","00000000","99999999"
"1538","GCM3992001D1ZZZ","【成分名】アデノシン三リン酸二ナトリウム水和物","","","1","","","1","00000000","99999999"
"1539","GCM3999001B2ZZZ","【成分名】ラクツロース","","","1","","","1","00000000","99999999"
"1540","GCM3999002F1ZZZ","【成分名】ミゾリビン","","","1","","","1","00000000","99999999"
"1541","GCM3999003F1ZZZ","【成分名】カモスタットメシル酸塩","","","1","","","1","00000000","99999999"
"1542","GCM3999005F1ZZZ","【成分名】アザチオプリン","","","1","","","1","00000000","99999999"
"1543","GCM3999006A1ZZZ","【成分名】Ｌシステイン","","","1","","","1","00000000","99999999"
"1544","GCM3999007F1ZZZ","【成分名】イノシンプラノベクス","","","1","","","1","00000000","99999999"
"1545","GCM3999008F1ZZZ","【成分名】イプリフラボン","","","1","","","1","00000000","99999999"
"1546","GCM3999009F1ZZZ","【成分名】レボカルニチン塩化物","","","1","","","1","00000000","99999999"
"1547","GCM3999010F1ZZZ","【成分名】エチドロン酸二ナトリウム","","","1","","","1","00000000","99999999"
"1548","GCM3999012D1ZZZ","【成分名】サプロプテリン塩酸塩","","","1","","","1","00000000","99999999"
"1549","GCM3999013F1ZZZ","【成分名】エパルレスタット","","","1","","","1","00000000","99999999"
"1550","GCM3999015A1ZZZ","【成分名】ラクチトール水和物","","","1","","","1","00000000","99999999"
"1551","GCM3999016F1ZZZ","【成分名】メトトレキサート","","","1","","","1","00000000","99999999"
"1552","GCM3999017B1ZZZ","【成分名】ミコフェノール酸　モフェチル","","","1","","","1","00000000","99999999"
"1553","GCM3999018F1ZZZ","【成分名】アレンドロン酸ナトリウム水和物","","","1","","","1","00000000","99999999"
"1554","GCM3999019F1ZZZ","【成分名】リセドロン酸ナトリウム水和物","","","1","","","1","00000000","99999999"
"1555","GCM3999020F1ZZZ","【成分名】レフルノミド","","","1","","","1","00000000","99999999"
"1556","GCM3999021F1ZZZ","【成分名】ラロキシフェン塩酸塩","","","1","","","1","00000000","99999999"
"1557","GCM3999022F1ZZZ","【成分名】エベロリムス","","","1","","","1","00000000","99999999"
"1558","GCM3999023F1ZZZ","【成分名】シナカルセト塩酸塩","","","1","","","1","00000000","99999999"
"1559","GCM3999024M1ZZZ","【成分名】ジアゾキシド","","","1","","","1","00000000","99999999"
"1560","GCM3999025F1ZZZ","【成分名】ピルフェニドン","","","1","","","1","00000000","99999999"
"1561","GCM3999026F1ZZZ","【成分名】ミノドロン酸水和物","","","1","","","1","00000000","99999999"
"1562","GCM3999027F1ZZZ","【成分名】バゼドキシフェン酢酸塩","","","1","","","1","00000000","99999999"
"1563","GCM3999028F1ZZZ","【成分名】エルトロンボパグ　オラミン","","","1","","","1","00000000","99999999"
"1564","GCM3999029M1ZZZ","【成分名】フィンゴリモド塩酸塩","","","1","","","1","00000000","99999999"
"1565","GCM3999030M1ZZZ","【成分名】ミグルスタット","","","1","","","1","00000000","99999999"
"1566","GCM3999031F1ZZZ","【成分名】イグラチモド","","","1","","","1","00000000","99999999"
"1567","GCM3999032D1ZZZ","【成分名】フェニル酪酸ナトリウム","","","1","","","1","00000000","99999999"
"1568","GCM3999033F1ZZZ","【成分名】レボカルニチン","","","1","","","1","00000000","99999999"
"1569","GCM3999034F1ZZZ","【成分名】トファシチニブクエン酸塩","","","1","","","1","00000000","99999999"
"1570","GCM3999035A1ZZZ","【成分名】ベタイン","","","1","","","1","00000000","99999999"
"1571","GCM3999036M1ZZZ","【成分名】ニチシノン","","","1","","","1","00000000","99999999"
"1572","GCM3999037M1ZZZ","【成分名】エリグルスタット酒石酸塩","","","1","","","1","00000000","99999999"
"1573","GCM3999038F1ZZZ","【成分名】ヒドロキシクロロキン硫酸塩","","","1","","","1","00000000","99999999"
"1574","GCM3999039M1ZZZ","【成分名】ニンテダニブエタンスルホン酸塩","","","1","","","1","00000000","99999999"
"1575","GCM3999040F1ZZZ","【成分名】イバンドロン酸ナトリウム水和物","","","1","","","1","00000000","99999999"
"1576","GCM3999041X1ZZZ","【成分名】カルグルミン酸","","","1","","","1","00000000","99999999"
"1577","GCM3999042F1ZZZ","【成分名】アプレミラスト","","","1","","","1","00000000","99999999"
"1578","GCM3999043F1ZZZ","【成分名】バリシチニブ","","","1","","","1","00000000","99999999"
"1579","GCM3999044F1ZZZ","【成分名】エボカルセト","","","1","","","1","00000000","99999999"
"1580","GCM3999045M1ZZZ","【成分名】ミガーラスタット塩酸塩","","","1","","","1","00000000","99999999"
"1581","GCM3999046F1ZZZ","【成分名】ペフィシチニブ臭化水素酸塩","","","1","","","1","00000000","99999999"
"1582","GCM3999047F1ZZZ","【成分名】ロキサデュスタット","","","1","","","1","00000000","99999999"
"1583","GCM3999048G1ZZZ","【成分名】ウパダシチニブ水和物","","","1","","","1","00000000","99999999"
"1584","GCM3999049F1ZZZ","【成分名】ダプロデュスタット","","","1","","","1","00000000","99999999"
"1585","GCM3999050F1ZZZ","【成分名】バダデュスタット","","","1","","","1","00000000","99999999"
"1586","GCM3999051F1ZZZ","【成分名】シポニモド　フマル酸","","","1","","","1","00000000","99999999"
"1587","GCM3999052F1ZZZ","【成分名】エナロデュスタット","","","1","","","1","00000000","99999999"
"1588","GCM3999053F1ZZZ","【成分名】フィルゴチニブマレイン酸塩","","","1","","","1","00000000","99999999"
"1589","GCM3999054F1ZZZ","【成分名】アナモレリン塩酸塩","","","1","","","1","00000000","99999999"
"1590","GCM3999055F1ZZZ","【成分名】モリデュスタットナトリウム","","","1","","","1","00000000","99999999"
"1591","GCM3999056M1ZZZ","【成分名】アバコパン","","","1","","","1","00000000","99999999"
"1592","GCM3999057F1ZZZ","【成分名】デュークラバシチニブ","","","1","","","1","00000000","99999999"
"1593","GCM3999058F1ZZZ","【成分名】ホスタマチニブナトリウム水和物","","","1","","","1","00000000","99999999"
"1594","GCM3999059M1ZZZ","【成分名】コール酸","","","1","","","1","00000000","99999999"
"1595","GCM3999060M1ZZZ","【成分名】リトレシチニブトシル酸塩","","","1","","","1","00000000","99999999"
"1596","GCM3999061M1ZZZ","【成分名】ロナファルニブ","","","1","","","1","00000000","99999999"
"1597","GCM3999062F1ZZZ","【成分名】ダニコパン","","","1","","","1","00000000","99999999"
"1598","GCM3999063F1ZZZ","【成分名】ベルモスジルメシル酸塩","","","1","","","1","00000000","99999999"
"1599","GCM3999064M1ZZZ","【成分名】イプタコパン塩酸塩水和物","","","1","","","1","00000000","99999999"
"1600","GCM3999100D1ZZZ","【成分名】Ｌアルギニン・Ｌアルギニン塩酸塩","","","1","","","1","00000000","99999999"
"1601","GCM3999401A1ZZZ","【成分名】エルカトニン","","","1","","","1","00000000","99999999"
"1602","GCM3999403D1ZZZ","【成分名】ガベキサートメシル酸塩","","","1","","","1","00000000","99999999"
"1603","GCM3999405A1ZZZ","【成分名】ウリナスタチン","","","1","","","1","00000000","99999999"
"1604","GCM3999407D1ZZZ","【成分名】ナファモスタットメシル酸塩","","","1","","","1","00000000","99999999"
"1605","GCM3999409A2ZZZ","【成分名】Ｌグルタミン酸Ｌアルギニン","","","1","","","1","00000000","99999999"
"1606","GCM3999411A1ZZZ","【成分名】オザグレルナトリウム","","","1","","","1","00000000","99999999"
"1607","GCM3999412A7ZZZ","【成分名】エポエチンアルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1608","GCM3999413G1ZZZ","【成分名】エポエチンベータ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1609","GCM3999415A2ZZZ","【成分名】チオクト酸","","","1","","","1","00000000","99999999"
"1610","GCM3999417D1ZZZ","【成分名】グスペリムス塩酸塩","","","1","","","1","00000000","99999999"
"1611","GCM3999418D1ZZZ","【成分名】パミドロン酸二ナトリウム水和物","","","1","","","1","00000000","99999999"
"1612","GCM3999421A1ZZZ","【成分名】Ｌアルギニン塩酸塩","","","1","","","1","00000000","99999999"
"1613","GCM3999422D1ZZZ","【成分名】シベレスタットナトリウム水和物","","","1","","","1","00000000","99999999"
"1614","GCM3999423A1ZZZ","【成分名】ゾレドロン酸水和物","","","1","","","1","00000000","99999999"
"1615","GCM3999424D1ZZZ","【成分名】エタネルセプト（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1616","GCM3999425S5ZZZ","【成分名】ダルベポエチンアルファ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1617","GCM3999426G3ZZZ","【成分名】アダリムマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1618","GCM3999427A1ZZZ","【成分名】エポエチンカッパ（遺伝子組換え）［エポエチンアルファ後続１］","","","1","","","1","00000000","99999999"
"1619","GCM3999428G1ZZZ","【成分名】ヒアルロン酸ナトリウム架橋処理ポリマー・ヒアルロン酸ナトリウム架橋処理ポリマービニルスルホン架橋体","","","1","","","1","00000000","99999999"
"1620","GCM3999429D1ZZZ","【成分名】アバタセプト（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1621","GCM3999430D1ZZZ","【成分名】ロミプロスチム（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1622","GCM3999431A1ZZZ","【成分名】ウステキヌマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1623","GCM3999432G1ZZZ","【成分名】エポエチン　ベータ　ペゴル（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1624","GCM3999433G1ZZZ","【成分名】ゴリムマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1625","GCM3999434A1ZZZ","【成分名】カナキヌマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1626","GCM3999435A1ZZZ","【成分名】デノスマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1627","GCM3999437G1ZZZ","【成分名】セルトリズマブ　ペゴル（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1628","GCM3999439G1ZZZ","【成分名】セクキヌマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1629","GCM3999440G1ZZZ","【成分名】グラチラマー酢酸塩","","","1","","","1","00000000","99999999"
"1630","GCM3999441G1ZZZ","【成分名】ブロダルマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1631","GCM3999442G1ZZZ","【成分名】イキセキズマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1632","GCM3999443A1ZZZ","【成分名】エテルカルセチド塩酸塩","","","1","","","1","00000000","99999999"
"1633","GCM3999444G1ZZZ","【成分名】サリルマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1634","GCM3999445D1ZZZ","【成分名】ベリムマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1635","GCM3999446G1ZZZ","【成分名】グセルクマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1636","GCM3999447D1ZZZ","【成分名】コンドリアーゼ","","","1","","","1","00000000","99999999"
"1637","GCM3999448D1ZZZ","【成分名】エタネルセプト（遺伝子組換え）［エタネルセプト後続１］","","","1","","","1","00000000","99999999"
"1638","GCM3999449G1ZZZ","【成分名】ロモソズマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1639","GCM3999450A1ZZZ","【成分名】リサンキズマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1640","GCM3999451G1ZZZ","【成分名】エタネルセプト（遺伝子組換え）［エタネルセプト後続２］","","","1","","","1","00000000","99999999"
"1641","GCM3999452A1ZZZ","【成分名】ブロスマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1642","GCM3999453G1ZZZ","【成分名】ダルベポエチンアルファ（遺伝子組換え）［ダルベポエチンアルファ後続１］","","","1","","","1","00000000","99999999"
"1643","GCM3999454G1ZZZ","【成分名】ダルベポエチンアルファ（遺伝子組換え）［ダルベポエチンアルファ後続２］","","","1","","","1","00000000","99999999"
"1644","GCM3999455G1ZZZ","【成分名】ダルベポエチンアルファ（遺伝子組換え）［ダルベポエチンアルファ後続３］","","","1","","","1","00000000","99999999"
"1645","GCM3999456G1ZZZ","【成分名】チルドラキズマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1646","GCM3999457G1ZZZ","【成分名】アダリムマブ（遺伝子組換え）［アダリムマブ後続１］","","","1","","","1","00000000","99999999"
"1647","GCM3999458G1ZZZ","【成分名】ジクロフェナクエタルヒアルロン酸ナトリウム","","","1","","","1","00000000","99999999"
"1648","GCM3999459G1ZZZ","【成分名】アダリムマブ（遺伝子組換え）［アダリムマブ後続２］","","","1","","","1","00000000","99999999"
"1649","GCM3999460G1ZZZ","【成分名】ウパシカルセトナトリウム水和物","","","1","","","1","00000000","99999999"
"1650","GCM3999461A1ZZZ","【成分名】ギボシランナトリウム","","","1","","","1","00000000","99999999"
"1651","GCM3999462A1ZZZ","【成分名】アニフロルマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1652","GCM3999463G1ZZZ","【成分名】アダリムマブ（遺伝子組換え）［アダリムマブ後続３］","","","1","","","1","00000000","99999999"
"1653","GCM3999464G1ZZZ","【成分名】ビメキズマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1654","GCM3999465D1ZZZ","【成分名】ボソリチド（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1655","GCM3999466A1ZZZ","【成分名】スペソリマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1656","GCM3999467G1ZZZ","【成分名】オゾラリズマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1657","GCM3999469G1ZZZ","【成分名】ペグバリアーゼ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"1658","GCM3999470A1ZZZ","【成分名】ペグセタコプラン","","","1","","","1","00000000","99999999"
"1659","GCM3999471G1ZZZ","【成分名】ジルコプランナトリウム","","","1","","","1","00000000","99999999"
"1660","GCM3999472G1ZZZ","【成分名】アダリムマブ（遺伝子組換え）［アダリムマブ後続４］","","","1","","","1","00000000","99999999"
"1661","GCM3999473G1ZZZ","【成分名】ウステキヌマブ（遺伝子組換え）［ウステキヌマブ後続１］","","","1","","","1","00000000","99999999"
"1662","GCM4191001F1ZZZ","【成分名】アデニン","","","1","","","1","00000000","99999999"
"1663","GCM4211002F1ZZZ","【成分名】シクロホスファミド水和物","","","1","","","1","00000000","99999999"
